CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label
-1.9488404,-1.1638157,-0.5184466,-0.80776256,0.050103858,-1.0107746,-0.76343024,-0.74393874,2.0367053,-0.036293697,1.5763952,-0.949582,-0.40297374,CD11b- Monocyte
-1.6921942,-0.86310405,-0.49594712,-0.7176247,0.12331891,-0.21790487,-0.14682141,-0.6939718,2.056026,1.7463402,1.7818155,-0.6837079,-0.7781495,CD11b- Monocyte
-3.0316756,-0.96975404,-0.591626,-0.3994936,-0.03304766,-1.0130144,1.5861902,-0.6309983,2.1774592,-0.10675433,1.8002434,0.12772724,-0.2948334,CD11b- Monocyte
-2.0754426,-1.1910064,-0.5452993,-0.49107808,-0.34747925,-0.9059461,-0.68057346,-0.47708523,2.256533,1.654989,1.4861944,1.1931427,-1.0351529,CD11b- Monocyte
-2.300446,-0.7774977,0.11656729,-0.8506894,0.4080697,-0.8851832,-0.34161624,1.2049172,2.0604599,0.3187515,1.4365841,0.5060382,-0.47820777,CD11b- Monocyte
-2.0220993,-0.5950628,-0.5646389,-1.1900545,0.38942236,-0.6899813,1.5355059,-0.64122605,1.8483602,0.11228943,1.9430932,2.2910547,-0.41487184,CD11b- Monocyte
-1.5360328,-1.65606,-0.5475702,-0.76031065,0.42666593,-0.8835792,-0.086932726,-0.7025208,1.8824594,1.5049626,1.6562626,-0.48238277,-0.8358848,CD11b- Monocyte
-0.28628954,0.5093601,-0.50737727,-0.59754455,0.21035701,0.2736856,-0.73918575,-0.6796007,2.4187694,1.2621322,1.6775367,-0.10242088,-0.9086373,CD11b- Monocyte
-2.1575289,-0.9476591,-0.61933696,-0.47118473,-0.7689644,-0.93723,1.0413346,0.48169735,2.059989,0.95140165,1.6887361,0.24020857,-0.35263214,CD11b- Monocyte
-1.5061679,0.25398225,-0.5364483,-0.76918226,-0.71904224,-0.55233294,-0.44383088,-0.7799084,2.025694,0.8053518,1.4192299,-0.72667867,-0.5552966,CD11b- Monocyte
-1.494875,-1.0193288,-0.3777758,-0.6132051,-0.21295209,-0.8214315,0.4749899,0.8653922,2.342463,-0.27179617,1.8554474,-0.9049915,-0.81717205,CD11b- Monocyte
-1.9566334,-1.11984,-0.5199343,-0.31076697,-0.6714279,-1.0859184,-0.71458745,-0.7831393,2.2719586,0.8399569,1.2694763,1.1494466,-0.3653014,CD11b- Monocyte
0.1996262,-1.403629,-0.4806453,-0.68731564,0.94781196,-0.9031642,1.2875733,-0.81290925,2.3535845,2.1974843,0.92627054,-0.17780754,-0.7516955,CD11b- Monocyte
-2.3397212,-1.5133712,-0.5077366,-0.79191065,0.44700164,-0.9586474,-0.6762281,-0.06573273,2.301014,0.85931534,0.9238287,0.26053375,-0.4219027,CD11b- Monocyte
-1.2902917,-0.8348559,-0.5884502,-0.178042,-0.7650941,-0.6342418,-0.7069712,-0.7138678,1.9417604,0.19356044,1.3416451,-1.1781458,-0.80267155,CD11b- Monocyte
-2.09863,-0.4928753,-0.65230477,-0.92717296,-1.0565982,-1.0156255,-0.83860266,-0.8081766,2.106043,1.3421816,1.9036441,-0.34273094,-0.47026786,CD11b- Monocyte
-2.8887076,-1.5133468,-0.14402151,-0.22300747,-0.85626453,-0.9540671,1.2445636,-0.40686738,2.3058856,1.5236261,1.7700815,-0.678014,-0.9770655,CD11b- Monocyte
-0.31638265,-1.4808309,-0.5468724,-0.16247317,-0.12608026,-1.0509657,-0.68981063,-0.6886114,2.2917173,1.4980584,1.4566002,-0.13394009,-0.6644099,CD11b- Monocyte
-0.95658743,-0.84325904,-0.63696593,-0.26940116,0.46414518,-0.88183326,-0.7297082,-0.46198055,2.2589488,0.88342583,1.0981017,-0.90662026,-0.55300254,CD11b- Monocyte
-1.3925004,-1.6895901,-0.60123336,-0.65023965,-0.6691351,-0.99170935,-0.7700913,-0.6757694,2.1680896,-0.24672814,1.4282535,0.39804327,-1.3962,CD11b- Monocyte
-2.6541808,-1.1756521,-0.5688138,-0.81640935,0.3281131,-0.914715,0.4042076,0.3518724,2.0299926,0.26123756,0.8533363,-1.0299128,-0.8955253,CD11b- Monocyte
-2.438378,-1.100088,-0.51871,-0.7646282,-0.04085545,-0.44554168,-0.77259517,-0.28538033,2.0064547,0.0041218214,1.1364129,-0.9525167,-0.41294634,CD11b- Monocyte
-1.3196619,-0.43214864,0.5655899,-0.07639037,-0.3743593,-0.9518263,0.37328097,0.3885187,1.6584021,0.116851754,0.8811586,1.5059689,-0.7618864,CD11b- Monocyte
-0.6211362,-1.5062886,0.43932405,-0.20700401,0.4107216,-0.8645774,0.4948753,-0.72478193,2.1966288,1.1461834,1.0351385,0.27936736,-0.9875291,CD11b- Monocyte
-1.8881779,-1.4715471,-0.5476772,-0.7887169,-0.37210783,-0.95116234,-0.088941164,-0.7196714,1.8898871,-0.25008932,1.2106721,-0.29896674,-1.4849619,CD11b- Monocyte
-1.5451274,-0.04305241,-0.55413115,-0.7595079,-0.098504305,-0.9046073,-0.74547195,-0.7053644,2.1262338,0.20510718,1.7397293,0.051300757,-0.6646914,CD11b- Monocyte
-1.7470325,-1.3427087,-0.5026092,-0.8114717,0.043768212,-0.1722193,-0.10363296,-0.7066856,2.43482,0.4100147,1.7869878,0.52479213,-1.844577,CD11b- Monocyte
-2.4451044,-0.16049673,-0.5297563,-0.85237825,-0.5007027,-0.9185829,-0.38001513,-0.75994694,2.0945978,1.4212054,1.3252751,0.6308559,-1.852215,CD11b- Monocyte
-1.1168703,-0.7745003,-0.5716979,-0.38063738,0.071706936,-0.8922177,0.10770814,-0.7492007,1.9648938,1.9818562,1.3172115,0.78222436,-1.2205962,CD11b- Monocyte
-1.9022864,-0.23023488,0.012729485,-0.80304414,-1.1421007,-0.90396166,2.1465538,-0.7425284,2.009113,1.0863999,1.4044744,1.1520327,-0.36055565,CD11b- Monocyte
-1.9370335,-0.18255997,-0.62248427,-0.4063531,-0.9558012,-1.0533211,-0.674981,-0.54087085,1.797987,0.7373433,1.1212541,0.19304249,-0.96428436,CD11b- Monocyte
-0.97819316,-0.9872895,-0.49530026,-0.3691351,-0.3158741,-0.017666046,1.3468143,-0.69792295,2.4913085,1.1762978,1.4421827,0.9533922,-1.0094396,CD11b- Monocyte
-1.0515183,-0.42582616,-0.73327804,-0.88207895,0.08086492,-1.0044812,-0.75454146,-0.21018164,2.4948838,0.59487855,1.3414885,-0.8358463,-1.0572337,CD11b- Monocyte
-1.020072,-1.2695585,-0.5916597,-0.8067558,-0.97354215,-0.7134582,-0.69787467,-0.7237564,2.1019752,0.26042902,1.6491567,1.3177067,-0.7477236,CD11b- Monocyte
-1.3817669,0.011770383,-0.53281873,-0.8130149,-0.48854375,-0.15185438,0.5441572,-0.7503814,2.1009114,1.8855561,1.886511,2.8647006,-1.1922361,CD11b- Monocyte
-1.1515222,-1.4014232,-0.2724866,-0.6669637,0.1763781,-0.9310087,0.100474834,-0.7566067,1.8583298,0.18263826,1.7164607,0.5355072,-1.6348932,CD11b- Monocyte
-2.1994112,-0.25090474,-0.47905493,-0.80705327,-0.5608163,-0.029643133,-0.5756272,0.21023001,2.1636584,0.12855913,1.2801472,-0.75625986,-1.2829548,CD11b- Monocyte
-1.1431334,-1.4714957,-0.5078958,-0.4360288,-0.85337394,-0.9699956,-0.6926127,-0.7228938,2.01827,0.8691508,1.4271568,-0.96696264,-1.085323,CD11b- Monocyte
-0.50885534,0.46173075,-0.41172642,-0.31449717,0.37816563,-0.50402856,0.2138797,-0.77363557,2.4076128,1.2127702,1.7033411,-0.8394289,-1.0334433,CD11b- Monocyte
-1.7597569,-0.06257046,-0.33612984,-0.20699206,0.22191276,-0.9311267,0.14095524,0.5940915,2.1495728,-0.11811429,1.5108223,-0.27794272,-0.47167432,CD11b- Monocyte
-2.111486,-0.6264788,-0.48930347,-0.22156522,-0.72504985,0.33353734,-0.318583,-0.3856352,2.0505903,2.1514852,1.7610986,-0.7812489,-0.5323029,CD11b- Monocyte
-0.569597,-0.8709617,-0.5888331,-0.008640688,-0.5279397,-0.7544157,1.2131286,0.27479202,2.126377,-0.046308216,0.83165073,1.1979147,-0.6195189,CD11b- Monocyte
-1.525663,-0.75403166,0.07054348,-0.43875304,-0.1457441,-0.90252876,-1.006488,-0.73471665,2.2217846,0.43657407,1.4813709,0.4865796,-1.1827257,CD11b- Monocyte
-0.4692844,-0.98033804,0.5272723,-0.7159239,0.46691233,0.13041823,1.503493,-0.7276581,2.1501873,3.001442,0.22032246,1.6240959,-0.7010991,CD11b- Monocyte
-0.80693054,-0.26216987,-0.48973104,-0.26211008,0.10710837,-0.9582566,0.025361093,-0.49706292,2.3356876,0.7835969,0.7956395,1.7364975,-0.8113353,CD11b- Monocyte
-2.038368,-0.52823585,-0.57252926,-0.7979602,-0.031936973,-0.88321334,-0.79862875,-0.7148701,2.0880585,0.79146326,1.3835406,-0.7490423,-0.16533327,CD11b- Monocyte
-2.7954943,-1.5378038,0.6619588,-0.82341594,-0.803609,-1.0248213,-0.29860917,-0.20117696,2.1364698,-0.36464784,1.4709969,-0.30907822,-0.34402356,CD11b- Monocyte
-0.4400163,-1.4376101,-0.5859699,-0.82240367,0.24378729,-0.9954735,0.6972745,-0.74963313,2.2974143,0.57276094,0.95062464,0.22519997,-1.8048807,CD11b- Monocyte
-2.1041813,-0.7368259,-0.5259939,-0.82056916,-0.7722172,-0.59066707,-0.67363185,-0.4544351,2.0951362,-0.17437913,0.96843255,-0.9089062,-0.5200394,CD11b- Monocyte
-2.6607974,-0.1916528,-0.49940744,-0.7344537,0.22684176,-0.77665365,1.0459291,-0.7837373,2.4787395,0.32803813,2.288859,-0.29962036,-1.0111743,CD11b- Monocyte
-1.9493774,-1.3422192,-0.4784937,-0.12132084,0.64666206,-0.90612274,-0.79583734,-0.76268303,2.2570117,0.062540166,0.95027965,-1.0231483,-1.8303903,CD11b- Monocyte
-1.5064064,-1.4865199,-0.5893802,-0.8020452,0.5140994,-0.7409275,0.374492,-0.8112515,1.8318199,0.6510761,1.7245237,0.56359667,-0.5521026,CD11b- Monocyte
-1.7616581,-1.7969865,-0.48448318,-0.7151321,0.6219863,0.41977054,-0.75678825,-0.8052804,2.2386518,1.2102277,1.809702,-1.0147749,-0.73107445,CD11b- Monocyte
-1.6248416,0.083851695,-0.61174893,-0.35392484,-0.8989993,-0.90666306,1.2116709,-0.69512224,2.1385658,0.7759992,1.2709954,0.5339002,-0.9937795,CD11b- Monocyte
0.62254083,-1.0479418,-0.76449645,-0.7421388,0.93010515,-0.0555523,-0.67299044,-0.6976438,2.5706332,1.1998132,1.3255392,0.0070735915,-1.0466208,CD11b- Monocyte
-1.9070953,-0.33252564,-0.5019775,-0.06906884,-0.48676553,0.08258608,0.8554144,-0.74531364,2.2274141,1.3627535,1.6248975,1.5795425,-0.70407534,CD11b- Monocyte
-1.8786212,-0.84816396,-0.668617,-0.8217262,-0.9067021,-0.89897287,0.3282234,-0.7255697,2.2367237,0.49085194,1.6192245,0.50323075,-0.23387568,CD11b- Monocyte
-1.9986904,-1.6393389,-0.57944673,-0.58133847,-0.3242309,-0.9850051,-0.8014564,-0.76110965,2.2297037,1.0204735,1.2612833,-1.2111682,-0.33524925,CD11b- Monocyte
-0.8829549,0.026708085,-0.42960247,-0.5313308,-0.1218871,-0.92134964,1.1477491,-0.8162109,1.7446275,1.5410928,0.93471164,0.353438,-1.373409,CD11b- Monocyte
-1.8336996,-1.5421052,-0.6001081,-0.36526772,0.6583104,-0.44570413,1.2918669,-0.77486086,2.0496767,1.313259,1.3776729,-0.6374976,-1.5501399,CD11b- Monocyte
-0.51687896,-0.64939153,-0.5904686,-0.7820687,0.59865063,-0.5255029,-0.8056928,0.18684143,2.1138678,2.81811,1.7645932,-0.06321662,-1.2651118,CD11b- Monocyte
-0.09964664,-0.012334138,-1.1701722,-0.13416459,0.3388407,-0.9569047,-0.06961152,-0.7958362,2.4772677,0.3727348,1.3435302,1.1798298,-1.676609,CD11b- Monocyte
-2.1724935,0.12954661,-0.30541104,-0.93703294,-0.4421801,-0.25724325,-0.51637334,0.046356782,2.042274,0.0262021,1.728635,0.68085855,-0.49237454,CD11b- Monocyte
-1.8502682,-1.0888451,-0.5411965,-0.7297643,0.5416576,-1.0993105,-0.69366044,-0.77220947,1.8690585,0.55880946,1.3460891,1.0167578,-2.0063026,CD11b- Monocyte
-0.9134813,-0.9674387,-0.7048509,-0.72917837,0.65735775,-0.85605115,-0.06909654,-0.25692937,2.370023,0.41376233,0.9627137,0.7317432,-0.729822,CD11b- Monocyte
-0.96055216,-0.06656166,-0.5611385,-0.73225516,0.50488734,-0.99862,-0.8204755,0.775532,2.2833066,1.3633823,1.9473704,0.6325713,-1.2919719,CD11b- Monocyte
-1.407807,-0.573603,-0.5388115,-1.0013702,0.08862827,-0.7751177,-0.7228596,-0.76624435,2.3745277,0.5334914,1.5057266,-0.49806163,-1.3799472,CD11b- Monocyte
-0.928028,-1.3717399,-0.5022748,-0.01600584,0.4911641,-0.88475096,-0.8257878,-0.80051035,2.3505218,-0.6817112,1.4635397,0.8905036,-1.1117852,CD11b- Monocyte
-1.8196384,-1.4682047,-0.50268805,-0.3056219,-0.42973316,-0.67604566,-0.24919653,-0.36250994,2.1836553,0.43931204,1.2176588,-0.87073207,-0.32040995,CD11b- Monocyte
-1.4841155,-1.0882069,-0.5032339,-0.043110013,-0.027016526,-0.493395,-0.7839555,1.2583227,2.3229022,-0.54743826,0.86961436,0.7868733,-0.629883,CD11b- Monocyte
0.25527242,-0.8388678,0.15317999,-0.39676118,0.54600024,-0.25170392,1.9976453,-0.76642007,2.3888712,0.23185682,0.4364181,-1.0086286,-1.3822409,CD11b- Monocyte
-1.7391406,-0.47160816,-0.58299637,-0.6326417,-0.6163617,-0.63273513,1.563389,-0.6949386,1.8802747,-0.13816227,1.4250991,1.3909287,-0.5811773,CD11b- Monocyte
-2.9138162,-0.4841032,-0.6234983,-0.12726259,-0.31678265,-0.5407673,0.5844246,-0.43639567,2.3699775,-0.49022752,1.6507814,0.6001257,-0.078948,CD11b- Monocyte
-1.9208201,-0.8551888,0.18530802,-0.8074881,0.33345526,-0.30694073,0.9195671,-0.79146796,1.9815899,-0.23560067,1.3977871,1.6286207,-0.89567125,CD11b- Monocyte
-1.5625108,-1.7296475,-0.4811567,-0.51377183,-0.61153436,-1.0302055,-0.9452592,0.7153775,2.3102524,0.26452428,0.8969096,-0.18865807,-1.742646,CD11b- Monocyte
-1.7501296,-1.4781523,-0.2878692,8.184449e-05,-0.98716074,-0.9182151,-0.66797304,0.2599873,1.8235656,-0.31513038,1.6277303,-0.5014604,-0.53534496,CD11b- Monocyte
-1.484802,-1.0184022,-0.53203076,-0.7993696,0.27386087,-0.15590735,-0.7930605,-0.69187057,2.0907867,1.5435853,1.65135,-0.97625005,-0.67215407,CD11b- Monocyte
-1.4947097,0.35909384,-0.56752163,-0.5587009,0.6814849,-0.95620424,-0.4279502,-0.4530879,2.5190213,-0.35822138,1.3986347,-0.92802507,-0.7938961,CD11b- Monocyte
-0.83810353,-1.6423237,-0.59035534,-0.5691583,0.092388906,-0.8087762,-0.7086907,-0.7369628,2.313581,0.8161374,1.1507968,-0.88906217,-1.0204101,CD11b- Monocyte
-2.6183643,0.43886328,-0.4968296,-0.985847,-1.0166048,-0.5938303,1.6243593,-0.74568945,2.0310152,0.8992986,1.5213891,0.2636152,-0.32564217,CD11b- Monocyte
-0.89767116,0.05577574,-0.050938845,-0.96001625,0.35122308,-0.45386693,0.5091653,-1.0043339,2.417535,1.7569898,1.463344,-0.12179011,-1.1995946,CD11b- Monocyte
-0.9905593,-1.1314611,-0.55637085,-0.16739339,-0.8244623,-0.9590948,-0.69573617,-0.8017595,2.3139536,0.5744128,1.311442,1.7866079,-1.5894656,CD11b- Monocyte
-1.950555,-0.041453566,-0.1442456,-1.0998951,-0.42302352,-0.94599944,1.3484051,-0.4252789,1.9805542,0.67492265,1.3298439,-1.0346849,-0.5225563,CD11b- Monocyte
-1.8699332,-0.035860132,-0.50282174,-0.81415105,-0.88419193,-1.0975283,-0.6827942,-0.75585884,2.3133695,0.79630536,1.6891174,1.2016379,-0.44913244,CD11b- Monocyte
-1.3435956,-0.29869768,-0.7071384,-0.35516834,-0.84865344,-0.9458658,0.97335905,-0.8174815,2.213194,1.4586741,1.305763,0.376279,-1.6066214,CD11b- Monocyte
-2.557233,-0.44781277,-0.4264406,-0.54891396,-0.49481738,-0.7811469,0.6518578,-0.8056924,1.9453913,1.2064147,1.5729587,1.964881,0.18209226,CD11b- Monocyte
-1.8632792,0.44275752,0.30765313,-0.7533447,-0.27116498,-0.89758223,0.5237193,-0.723495,2.2113519,1.1148288,1.8970112,0.18605238,-1.7152333,CD11b- Monocyte
-1.1668253,-1.2335157,-0.23660663,-0.24688043,-0.2626047,-0.90775275,-0.685604,-0.68778944,2.2391248,0.5032458,0.7255353,1.553392,-1.4034263,CD11b- Monocyte
-1.0208567,-0.46560237,-0.54030555,-0.20934291,-0.44263637,-0.46903697,-0.7588003,-0.7575572,1.9250304,0.9469808,1.649149,1.24887,-0.7619132,CD11b- Monocyte
-2.0059311,-2.4430544,-0.284298,-0.5168087,-0.20220421,-0.9043915,-0.7498349,-0.20422734,2.4489853,0.015145027,1.7685175,-0.37679267,-1.7999029,CD11b- Monocyte
-1.3710878,0.6683302,0.36939487,-0.85068583,0.3278526,-0.93267435,1.0330906,0.9593788,1.7027744,1.5933363,2.0381014,1.369367,-1.9758025,CD11b- Monocyte
-1.8365858,-1.7982861,-0.74864644,-0.5260272,0.5821954,-0.8957106,0.27542174,-0.8047103,2.2335846,0.015534448,1.2613933,2.1342368,-0.70068085,CD11b- Monocyte
-1.3474181,-1.3860765,-0.57144374,-0.52169484,-0.32641065,-1.0157717,-0.8267132,-0.7915433,2.1140978,1.3199834,1.3995864,1.4149381,-1.5602936,CD11b- Monocyte
-1.7135271,0.14874642,-0.7300682,-0.049296133,-0.0075535616,-0.9486304,-0.39075375,0.18249229,2.0482838,0.51889133,1.294414,0.73616594,-0.35143182,CD11b- Monocyte
-1.3401856,-1.5168806,-0.56879586,-0.8414302,-0.5374655,-0.59897953,-1.3559277,-0.8277868,1.8193008,1.4930408,1.3813319,-0.4006981,-1.4534898,CD11b- Monocyte
-1.848509,-0.21574745,-0.6214393,-0.24278995,-0.09588223,-0.53261024,1.2962877,-0.7810871,2.027389,1.4955494,1.5751835,1.3379126,-1.3510555,CD11b- Monocyte
-0.69997954,-0.79726225,-0.8968041,-0.7753544,0.3346712,-0.8224798,-0.7040936,0.10633944,2.117266,0.057247605,0.48928976,2.0712178,-0.65058166,CD11b- Monocyte
-1.4749557,-0.52255166,0.076165296,-0.25120118,0.54858446,-0.8800889,-0.7902569,-0.8216827,1.8996574,0.74495304,0.9250354,2.7861536,-0.86982626,CD11b- Monocyte
-2.2313778,-1.6332237,-0.32313904,-1.3189135,-0.7363995,-0.90863854,0.53415215,-0.7443756,2.015631,0.24429782,0.98592216,-1.4577496,-1.3648273,CD11b- Monocyte
-2.225837,-0.4656442,-0.23544507,-0.44462195,-0.7809991,-0.8673764,1.1791027,0.2916095,2.1242008,1.1469653,0.9016397,-0.35089132,-1.1325306,CD11b- Monocyte
-0.3808175,0.16022404,0.5056896,-0.37634912,0.23114525,-0.9226039,1.5834168,-0.6827545,2.0961916,2.13692,0.859802,-0.18198128,-1.2236868,CD11b- Monocyte
-1.8983965,-0.63022524,-0.5708083,-1.1495991,-0.66643256,-1.011204,-0.6251394,-0.7802064,2.1467814,1.7776797,1.5979545,0.16814707,-0.930931,CD11b- Monocyte
-1.5535544,-1.2617153,-0.24657565,-0.48639566,-0.9526651,-0.54470295,1.3323032,-0.69375473,1.7000856,3.970025,1.7663199,-0.92379946,-1.167153,CD11b- Monocyte
-0.05832534,-1.4160765,0.45389682,-0.76413494,0.6966557,-0.7831345,-0.73124355,-0.7236281,2.3566108,-0.6932402,1.1833986,-0.5674503,-1.498613,CD11b- Monocyte
-2.280637,-1.6428167,-0.57241607,-0.25585678,-0.56052333,-0.085290946,-0.7667885,-0.72080714,1.9893118,1.0850295,1.4533874,-1.0240563,-1.675524,CD11b- Monocyte
-0.92241186,-1.2401226,-0.6196556,-0.30641,-0.6264716,-0.98461366,0.8189667,-0.76579815,2.0462258,0.90016603,0.3998598,-0.9909644,-1.3094963,CD11b- Monocyte
-2.0055068,-0.2915167,-0.51692486,-0.8883306,0.21133882,-0.04052273,1.6250902,-0.4558903,2.1628442,1.7748144,1.7933868,0.64977455,-1.480271,CD11b- Monocyte
-1.7701883,0.35353824,-0.4532012,-0.5524338,-0.2285476,-0.045158546,-0.8237463,-0.9484873,2.331333,1.6928269,1.7832135,-1.0007626,-0.3391609,CD11b- Monocyte
-1.4915291,-0.6645817,-0.77441424,-0.17049314,-0.9839855,-0.89555615,0.06748619,1.0001366,2.1184857,-0.40633127,0.8711844,0.4871086,-1.5818906,CD11b- Monocyte
-2.5568964,-0.54168147,-0.750862,-0.1025643,-0.99181694,-0.8937442,-0.21163164,-0.75831497,2.2631667,1.4187648,1.6039542,0.28054413,-0.20772626,CD11b- Monocyte
-1.1747963,-1.5061219,-0.5289345,-0.8006448,-0.7593717,-0.5185438,-0.567619,-0.7113045,2.0360196,1.4899246,1.2263614,0.16170733,-1.7771994,CD11b- Monocyte
-0.8594486,-1.3040903,-0.68186206,-0.091856435,-0.5186363,-0.9545733,-0.6555066,-0.7715767,2.3224053,0.14989313,1.2076963,-0.52578354,-0.8360296,CD11b- Monocyte
-1.3402044,-0.6779747,-0.7648942,-0.3146891,0.43258837,-0.79201996,1.7208797,-0.11990247,2.0553925,1.3056017,0.93479705,1.7354822,-0.82564247,CD11b- Monocyte
-1.5070721,-1.3612381,-0.53850454,-0.81290317,-0.007645629,-0.8897584,-0.07949548,-1.0218799,1.8140631,1.6772274,1.326441,-0.9391948,-1.3958431,CD11b- Monocyte
-1.4833584,-0.7782152,-0.49606612,-0.32455516,0.26875436,-0.59450483,-0.82703865,-0.45626876,1.9831396,-0.1292294,0.900768,2.3206189,-1.4466326,CD11b- Monocyte
-1.5390936,-0.32889414,-0.5015738,-0.810438,0.20520274,0.2548477,-0.777593,-0.51236653,2.2804184,0.93577945,1.638938,1.5708059,-0.73889184,CD11b- Monocyte
-0.016327783,-0.0045755072,-0.58871514,-0.03813789,0.8309653,-0.26648304,0.3840033,-0.025314355,2.3785856,0.3302107,0.9007715,-0.7255804,-0.7109428,CD11b- Monocyte
-0.9808443,-0.15994704,0.43776,-0.82470673,0.65161604,-0.9592655,0.89457536,0.085810624,2.3528423,1.5432184,1.1495136,0.294862,-0.8413663,CD11b- Monocyte
-1.4434654,-0.91494435,-0.28612834,-0.27512318,-0.29527962,-0.9035791,-0.7291777,-0.81803334,2.406049,1.0117782,1.450343,-0.86711556,-1.3487184,CD11b- Monocyte
